LAESTAB,CYPMD_ID,QAN,QUAL_NAME,SYLLABUS,SESSION,GRADE
8808003,CYP0000566,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000568,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000568,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000570,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000572,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000574,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000574,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000576,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000578,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000580,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000580,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000582,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000584,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000586,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000586,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000588,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000590,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000592,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000592,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000594,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000596,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000598,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000598,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000600,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000602,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000604,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000604,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000606,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000608,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000610,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000610,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000612,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000614,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000616,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000616,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000618,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000620,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000622,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000622,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000624,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000626,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000628,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000628,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000630,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000632,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000634,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000634,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000636,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000638,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000640,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000640,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000642,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000644,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000646,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000646,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000648,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000650,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000652,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000652,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000654,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000656,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000658,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000658,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000660,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000662,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000664,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000664,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000666,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000668,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000670,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000670,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000672,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000674,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000676,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000676,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000678,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000680,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000682,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000682,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000684,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000686,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000688,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000688,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000690,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000692,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000694,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000694,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000696,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000698,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000700,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000700,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000702,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000704,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000706,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000706,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000708,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000710,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000712,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000712,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000714,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000716,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000718,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000718,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000720,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000722,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000724,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000724,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000726,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000728,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000730,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000730,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000732,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000734,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000736,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000736,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000738,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000740,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000742,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000742,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000744,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000746,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000748,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000748,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000750,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000752,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000754,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000754,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000756,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000758,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000760,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000760,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000762,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000764,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000766,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000766,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000768,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000770,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000772,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000772,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000774,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000776,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000778,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000778,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000780,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000782,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000784,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000784,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000786,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000788,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000790,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000790,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000792,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000794,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000796,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000796,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000798,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000800,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000802,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000802,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000804,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000806,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000808,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000808,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000810,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000812,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000814,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000814,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000816,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000818,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000820,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000820,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000822,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000824,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000826,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000826,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000828,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000830,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000832,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000832,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000834,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000836,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000838,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000838,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000840,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000842,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000844,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000844,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000846,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000848,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000850,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000850,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000852,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000854,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000856,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000856,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000858,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000860,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000862,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000862,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000864,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000866,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000868,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000868,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000870,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000872,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000874,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000874,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000876,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000878,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000880,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000880,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000882,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000884,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000886,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000886,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000888,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000890,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000892,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000892,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000894,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000896,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8604070,CYP0000002,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8604070,CYP0000002,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8604070,CYP0000004,60149589,GCE A Level Art and Design,9FA0,S2023,A
8604070,CYP0000006,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8604070,CYP0000008,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8604070,CYP0000008,60148366,GCSE (9-1) English Language,1EN0,S2024,5
2114505,CYP0000010,60149589,GCE A Level Art and Design,9FA0,S2024,C
2114505,CYP0000012,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
2114505,CYP0000014,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
2114505,CYP0000014,60148366,GCSE (9-1) English Language,1EN0,S2024,8
2114505,CYP0000016,60149589,GCE A Level Art and Design,9FA0,S2023,A
2114505,CYP0000018,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
2114507,CYP0000020,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
2114507,CYP0000020,60148366,GCSE (9-1) English Language,1EN0,S2024,5
2114507,CYP0000022,60149589,GCE A Level Art and Design,9FA0,S2024,C
2114507,CYP0000024,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
2136327,CYP0000026,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
2136327,CYP0000026,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000028,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000030,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000032,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000032,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000034,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000036,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000038,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000038,60148366,GCSE (9-1) English Language,1EN0,S2024,8
8808003,CYP0000040,60149589,GCE A Level Art and Design,9FA0,S2023,A
8808003,CYP0000042,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2024,C
8808003,CYP0000044,60146084,GCSE (9-1) Mathematics,8300H,S2023,4
8808003,CYP0000044,60148366,GCSE (9-1) English Language,1EN0,S2024,5
8808003,CYP0000046,60149589,GCE A Level Art and Design,9FA0,S2024,C
8808003,CYP0000048,10025480,OCR Level 3 FSMQ: Additional Maths,6993,S2023,A
8808003,CYP0000050,60146084,GCSE (9-1) Mathematics,8300H,S2024,6
8808003,CYP0000050,60148366,GCSE (9-1) English Language,1EN0,S2024,8
